Date,Open_Price,High_Price,Low_Price,Close_Price,Adjusted_Close_Price,Trading_Volume,SMA_14,EMA_14,RSI_14,StochK,StochD,MACD,MACD_Signal,neg,neu,pos,compound
2014-11-19,373.89599609375,386.4809875488281,373.89599609375,380.55499267578125,380.55499267578125,18931800,377.4547140938895,377.32256588170725,61.731117615666776,35.50294518901029,39.3108157704363,6.896006336563573,4.593046171082392,0.0,0.8481,0.1519,0.36235
2014-11-20,380.3070068359375,382.0249938964844,356.781005859375,357.8399963378906,357.8399963378906,25233200,378.065427507673,374.7248899425317,52.2744896958471,13.930294145590013,28.21600385803332,4.700060158244753,4.614448968514864,0.016875,0.7641249999999999,0.218875,0.51875
2014-11-21,357.8789978027344,357.8789978027344,344.11199951171875,350.8479919433594,350.8479919433594,29850100,378.66778346470426,371.541303542642,52.24196822501789,7.564012732849909,18.999084022483405,2.3682608342631397,4.165211341664519,0.05666666666666667,0.7996666666666666,0.14366666666666664,0.18346666666666667
2014-11-22,351.60400390625,364.84100341796875,350.87799072265625,352.9200134277344,352.9200134277344,15273000,379.1986410958426,369.05846486065434,51.98642394423409,7.796014273825476,9.763440384088467,0.6796532676834204,3.4680997268682994,0.0193,0.9289999999999999,0.0517,0.10896000000000002
2014-11-23,353.17498779296875,370.8450012207031,353.17498779296875,367.572998046875,367.572998046875,15151600,379.5064261300223,368.8604026188171,51.17125875663098,20.76543942848515,12.04182214505351,0.5178238530275507,2.8780445521001496,0.1078,0.8054,0.0868,0.0556
2014-11-24,366.947998046875,387.2090148925781,366.66900634765625,376.9010009765625,376.9010009765625,30930100,380.2190682547433,369.9324823998498,52.630854695022165,29.0216984080379,19.19438403678284,1.1292474928816318,2.528285140256446,0.0,0.9765,0.023499999999999997,0.05303333333333333
2014-11-25,376.885986328125,394.70098876953125,374.78399658203125,375.3479919433594,375.3479919433594,25442200,380.76571001325334,370.65455033898445,52.00974398009657,27.647122856083246,25.811420230868762,1.4715274303707133,2.3169335982792996,0.0756,0.8400000000000001,0.0844,0.03373999999999999
2014-11-26,376.0190124511719,377.697998046875,365.8160095214844,368.3699951171875,368.3699951171875,18601700,376.823495047433,370.3499429760782,30.499117203120065,21.470865259506542,26.04656217454256,1.1662766097302324,2.086802200569486,0.0,0.9041250000000001,0.095875,0.277675
2014-11-27,370.50201416015625,373.99200439453125,368.2820129394531,369.6700134277344,369.6700134277344,8748030,373.17599705287387,370.2592857029657,31.760295428587497,34.01385271961361,27.71061361173447,1.0175342467110227,1.8729486097977934,0.0,0.8075,0.1925,0.43205
2014-11-28,369.3739929199219,382.8380126953125,358.4549865722656,376.4469909667969,376.4469909667969,22946500,371.64949689592635,371.0843130714766,41.37173500715978,48.927911249808936,34.80420974297636,1.4300159682968,1.784362081497595,0.0,0.96225,0.03775,0.1033
2014-11-29,376.1520080566406,387.60101318359375,372.1449890136719,375.4909973144531,375.4909973144531,15375600,371.6036398751395,371.6718709705401,49.68869484459011,47.48134298204742,43.47436898382332,1.660627328118153,1.7596151308217065,0.0,0.9235,0.07650000000000001,0.21795000000000003
2014-11-30,375.510009765625,382.5270080566406,373.3089904785156,378.0469970703125,378.0469970703125,9194440,370.90114048549106,372.5218877838431,44.76422072632499,51.34897131845697,49.25274185010445,2.0262786323986575,1.8129478311370968,0.023,0.8996000000000001,0.0774,0.20842
2014-12-01,378.2489929199219,383.6619873046875,376.66900634765625,379.2449951171875,379.2449951171875,11763000,370.3180694580078,373.41830209495566,45.6875718039407,69.4479097544791,56.09274135166117,2.3852328758745216,1.927404840084582,0.08433333333333333,0.81,0.10566666666666666,0.08397777777777778
2014-12-02,379.25,384.0379943847656,377.8630065917969,381.31500244140625,381.31500244140625,12364100,370.75499834333147,374.4711954744824,53.61931485774956,73.53972371357905,64.77886826217171,2.8044114813745296,2.1028061683425716,0.0,0.754,0.246,0.5397000000000001
2014-12-03,381.72198486328125,383.0260009765625,374.34600830078125,375.010009765625,375.010009765625,13340100,370.35892813546315,374.54303737996804,46.75553654052464,61.07655184894733,68.0213951056685,2.5979062838392792,2.201826191441913,0.0,0.8832000000000001,0.11680000000000001,0.31848
2014-12-04,375.7179870605469,378.6549987792969,367.7590026855469,369.60400390625,369.60400390625,14529600,371.19921439034596,373.8844995834723,58.63172503731622,50.39042046208603,61.66889867487081,1.9752603621298022,2.156513025579491,0.027600000000000003,0.8826,0.0898,0.17138
2014-12-05,369.4419860839844,379.1919860839844,365.7560119628906,376.85400390625,376.85400390625,15181800,373.0567866734096,374.280433493176,69.00968458510474,59.27484275678416,56.91393835593917,2.0432698495410477,2.1338643903718024,0.0,0.9196,0.0804,0.24102
2014-12-06,376.7569885253906,378.447998046875,370.94500732421875,374.7850036621094,374.7850036621094,7009320,374.61857169015065,374.34770951570044,65.98341675225694,52.03972297100661,53.90166206329227,1.9082200569598626,2.0887355236894143,0.0535,0.6705,0.276,0.41255
2014-12-07,374.83599853515625,376.2919921875,373.2749938964844,375.0950012207031,375.0950012207031,6491650,375.1558576311384,374.4473484097008,56.957602493525975,45.90855167385277,52.40770580054785,1.805394867367113,2.0320673924249544,0.13624999999999998,0.86375,0.0,-0.24264999999999998
2014-12-08,374.9649963378906,376.02899169921875,361.885986328125,361.90899658203125,361.90899658203125,18898700,374.08500017438615,372.7755681660115,37.05666676854298,9.529354412570756,35.82587635247672,0.6523845069959862,1.7561308153391608,0.0,0.8126666666666665,0.18733333333333335,0.5391666666666667
2014-12-09,361.8949890136719,363.0669860839844,344.95098876953125,352.218994140625,352.218994140625,32915500,372.4329289027623,370.0346916292933,32.49155985675205,17.04103449164112,24.159646859354883,-1.0313974174753753,1.1986251687762537,0.03318181818181818,0.8419090909090908,0.12490909090909091,0.2330727272727273
2014-12-10,352.2049865722656,352.3840026855469,346.364990234375,346.364990234375,346.364990234375,16427700,370.86114283970426,366.8787314433042,33.05404206196111,3.3153590983116237,9.961916000841171,-2.8058320298249555,0.3977337290560119,0.077,0.6682,0.2548,0.36297999999999997
2014-12-11,344.3399963378906,361.35699462890625,338.76300048828125,350.5060119628906,350.5060119628906,32431300,369.4922855922154,364.69570217924905,35.86058320596662,24.044818424269085,14.800404004740614,-3.833745368509881,-0.44856209045716666,0.05176190476190476,0.7802380952380953,0.16795238095238096,0.2679142857142857
2014-12-12,350.8330078125,352.9830017089844,349.2909851074219,352.5419921875,352.5419921875,16989800,367.78478567940846,363.0752075136825,31.035908639504115,28.213661733498967,18.5246130853599,-4.432986794080421,-1.2454470311818175,0.103,0.8293333333333334,0.06766666666666667,-0.09466666666666668
2014-12-13,352.3810119628906,352.3810119628906,346.5880126953125,347.3760070800781,347.3760070800781,11675900,365.77657209123885,360.98198078920194,29.092619808625727,19.023760912015668,23.760747023261246,-5.264060947537303,-2.0491698144529145,0.043,0.7685,0.1885,0.250125
2014-12-14,346.72698974609375,353.3160095214844,345.4179992675781,351.6319885253906,351.6319885253906,12415200,363.88978576660156,359.7353151540271,30.84119141521616,28.424052505744584,25.220491717086414,-5.515689631132034,-2.7424737777887387,0.029833333333333333,0.908,0.06233333333333333,0.13526666666666665
2014-12-15,351.3609924316406,351.81500244140625,344.9339904785156,345.3450012207031,345.3450012207031,17264200,361.4683576311384,357.81660662958393,27.10263459817297,14.537827983965714,20.661880467241996,-6.151503802058755,-3.424279782642742,0.04558333333333334,0.891,0.06341666666666666,0.10040833333333334
2014-12-16,345.6730041503906,345.8590087890625,327.06201171875,327.06201171875,327.06201171875,30864900,357.59314400809154,353.7159939748061,19.939261739292178,0.0,14.320626829903437,-8.038018297361646,-4.347027485586523,0.04871428571428572,0.8300714285714286,0.12135714285714286,0.18442142857142857
2014-12-17,326.8550109863281,333.9540100097656,315.1520080566406,319.7760009765625,319.7760009765625,37567900,353.6478576660156,349.1906615750403,19.724826502728575,7.220478617196785,7.252768867054171,-10.005675601635346,-5.478757108796287,0.0074444444444444445,0.9034444444444445,0.08911111111111111,0.2164111111111111
2014-12-18,319.7850036621094,323.7090148925781,304.23199462890625,311.39599609375,311.39599609375,39173000,349.4901428222656,344.1513728442016,19.102051871540638,9.557100162073763,5.592526259756855,-12.101753074534258,-6.803356301943881,0.004818181818181818,0.843,0.15218181818181817,0.4168545454545454
2014-12-19,311.1789855957031,318.5329895019531,306.7690124511719,317.8429870605469,317.8429870605469,23823100,345.2750701904297,340.6435880730476,18.406462248814222,18.339700071137504,11.705759616802688,-13.091777421197321,-8.061040525794569,0.05884615384615385,0.8326153846153846,0.10853846153846154,0.031053846153846154
2014-12-20,317.6189880371094,330.32501220703125,316.04400634765625,329.95599365234375,329.95599365234375,20856700,342.072998046875,339.2185754836205,28.329857256110827,35.69802927417627,21.198276502462516,-12.751963749052663,-8.999225170446188,0.0,0.85075,0.14925,0.345375
2014-12-21,329.5429992675781,329.6289978027344,318.90301513671875,320.8429870605469,320.8429870605469,15207600,338.1978541782924,336.7684970272107,25.83170328896459,23.13605458369392,25.724594643002565,-13.067369930631969,-9.812854122483344,0.03875,0.91425,0.047,-0.012950000000000017
2014-12-22,321.0679931640625,334.11700439453125,320.42498779296875,331.885986328125,331.885986328125,22315100,336.0533534458705,336.11749560066596,36.364949251467465,47.002627204141284,35.27890368733716,-12.28464412071628,-10.307212122129933,0.023999999999999997,0.8504999999999999,0.1255,0.2062166666666667
2014-12-23,332.0169982910156,336.2869873046875,329.60198974609375,334.5719909667969,334.5719909667969,16574200,334.79285321916853,335.91142831615014,41.441053141054766,53.11159096348468,41.08342425043997,-11.317133282845873,-10.509196354273122,0.08300000000000002,0.7897777777777777,0.12733333333333333,0.1678666666666667
2014-12-24,334.385009765625,334.7409973144531,321.35699462890625,322.53399658203125,322.53399658203125,15092300,333.09063938685824,334.12777075160096,39.095858321310615,32.03851545404814,44.05091120722471,-11.390437639619961,-10.68544461134249,0.0185,0.937,0.0445,0.061799999999999994
2014-12-25,322.2860107421875,322.6700134277344,316.9580078125,319.00799560546875,319.00799560546875,9883640,330.84078107561385,332.11180073211665,35.50615084274452,30.103488903465276,38.417865106999365,-11.599340702007794,-10.86822382947555,0.0242,0.8667999999999999,0.10900000000000001,0.28408
2014-12-26,319.1520080566406,331.42401123046875,316.62701416015625,327.92401123046875,327.92401123046875,16410500,329.0823538643973,331.55342879856363,39.34655286536183,48.26829397190349,36.803432776472306,-10.919575863969726,-10.878494236374385,0.009,0.8927307692307692,0.09826923076923076,0.19596153846153846
2014-12-27,327.5830078125,328.9110107421875,312.6300048828125,315.8630065917969,315.8630065917969,15185200,326.83142525809154,329.4613725043281,37.130721968120234,23.69612996888183,34.0226376147502,-11.22468838809067,-10.947733066717642,0.04591666666666667,0.7705000000000001,0.18333333333333335,0.32535833333333336
2014-12-28,316.1600036621094,320.02801513671875,311.0780029296875,317.239013671875,317.239013671875,11676600,324.37478419712613,327.83172466000104,35.616256877015104,27.335428424833246,33.09995078853952,-11.226053038628379,-11.00339706109979,0.1125,0.70875,0.179,0.08510000000000001
2014-12-29,317.70098876953125,320.2669982910156,312.3070068359375,312.6700134277344,312.6700134277344,12302500,322.04085649762834,325.8101631623655,36.13551865130873,20.270535778433675,23.76736472404959,-11.463668632871304,-11.095451375454093,0.03233333333333333,0.8683333333333333,0.09933333333333333,0.21656666666666666
2014-12-30,312.718994140625,314.8089904785156,309.37298583984375,310.73699951171875,310.73699951171875,12528300,320.87478419712613,323.8004080089459,41.95709673772105,20.293265852864398,22.63307668537711,-11.673395138665512,-11.211040128096377,0.035833333333333335,0.7471666666666666,0.217,0.45178333333333337
2014-12-31,310.91400146484375,320.1929931640625,310.21099853515625,320.1929931640625,320.1929931640625,13942900,320.90456935337613,323.31941936296147,50.20114030537291,49.79255087216221,30.1187841678201,-10.95035635311882,-11.158903373100866,0.014000000000000002,0.8300000000000001,0.156,0.34218000000000004
2015-01-01,320.43499755859375,320.43499755859375,314.00299072265625,314.2489929199219,314.2489929199219,8036550,321.1083548409598,322.11002917055623,51.40929042987376,25.34042564190045,31.808747455642358,-10.733247849979591,-11.073772268476612,0.0,0.85225,0.14775,0.3585
2015-01-02,314.0790100097656,315.8389892578125,313.56500244140625,315.0320129394531,315.0320129394531,7860650,320.9075709751674,321.16629367307587,48.52916472652459,21.026331246215634,32.05310258675944,-10.378369245107478,-10.934691663802784,0.019,0.9071428571428571,0.07385714285714286,0.0969857142857143
2015-01-03,314.84600830078125,315.1499938964844,281.0820007324219,281.0820007324219,281.0820007324219,33054400,317.4165714808873,315.8217212809887,29.183790344572287,0.0,15.455585629372033,-12.6903215199697,-11.285817635036167,0.02288888888888889,0.8752222222222222,0.10188888888888888,0.24839999999999998
2015-01-04,281.14599609375,287.2300109863281,257.61199951171875,264.19500732421875,264.19500732421875,55629100,313.3702872140067,308.93815942008604,27.371232086157605,8.367345197209334,9.797892147808327,-15.704171676485146,-12.169488443325964,0.10666666666666667,0.859,0.034333333333333334,-0.14730000000000001
2015-01-05,265.0840148925781,278.34100341796875,265.0840148925781,274.4739990234375,274.4739990234375,43962800,309.2694309779576,304.34293803386623,26.92519413846091,21.432478078154492,9.933274425121281,-17.06650882394291,-13.148892519449355,0.04725,0.8340625,0.1186875,0.18696250000000003
2015-01-06,274.6109924316406,287.5530090332031,272.6960144042969,286.1889953613281,286.1889953613281,23245700,305.8135027204241,301.9224123441945,31.86993491348099,37.05091037575529,22.283577883706375,-17.004847236461956,-13.920083462851876,0.11558333333333333,0.7768333333333333,0.10766666666666667,0.04721666666666668
2015-01-07,286.0769958496094,298.7539978027344,283.0790100097656,294.3370056152344,294.3370056152344,24866800,303.79943193708147,300.9110247803332,39.11674971206401,49.75478278989462,36.07939041460147,-16.112765719047445,-14.35861991409099,0.01225,0.90125,0.0865,0.241025
2015-01-08,294.135009765625,294.135009765625,282.17498779296875,283.3489990234375,283.3489990234375,19982500,301.25236075265065,298.56942134608045,36.986248886817826,34.86830789788777,40.558000354512565,-16.1067563298883,-14.708247197250452,0.05954545454545455,0.8019999999999999,0.13836363636363636,0.1568
2015-01-09,282.38299560546875,291.114013671875,280.5329895019531,290.4079895019531,290.4079895019531,18718600,298.57264491489957,297.4812304335302,36.120397486209306,45.99781879754794,43.540303161776784,-15.355384988757919,-14.837674755551946,0.024541666666666666,0.8058333333333333,0.16966666666666666,0.30404166666666665
2015-01-10,287.3030090332031,288.12701416015625,273.96600341796875,274.7959899902344,274.7959899902344,15264300,295.63928658621654,294.4565317077574,35.195637298152434,27.353025186244523,36.07305062722675,-15.837115266713056,-15.037562857784168,0.022545454545454546,0.8170000000000001,0.16054545454545455,0.2777272727272727
