date,neg,neu,pos,compound
2016-03-22,0.0375,0.8596,0.10289999999999999,0.18814
2016-03-23,0.0044,0.8919999999999999,0.1036,0.24714666666666668
2016-03-24,0.021791666666666668,0.8917916666666666,0.08641666666666666,0.17807499999999998
2016-03-25,0.023,0.8258666666666666,0.15120000000000003,0.24649333333333334
2016-03-26,0.02795238095238095,0.8349523809523809,0.1370952380952381,0.28672857142857144
2016-03-27,0.028333333333333335,0.8916666666666667,0.08,0.14771111111111113
2016-03-28,0.01146153846153846,0.8886923076923078,0.09984615384615385,0.2351076923076923
2016-03-29,0.0174,0.8695999999999999,0.11300000000000002,0.20038
2016-03-30,0.0125625,0.8379375,0.1495,0.289375
2016-03-31,0.03290476190476191,0.9078095238095238,0.05928571428571429,0.062414285714285714
2016-04-01,0.007733333333333333,0.8918666666666667,0.1004,0.24072
2016-04-02,0.11244444444444444,0.8277777777777778,0.05966666666666666,-0.05425555555555556
2016-04-03,0.068,0.8484166666666666,0.08358333333333334,0.0319
2016-04-04,0.008333333333333333,0.9293333333333335,0.06233333333333334,0.14200000000000002
2016-04-05,0.048749999999999995,0.8477083333333333,0.1035,0.1232125
2016-04-06,0.007727272727272728,0.888,0.10427272727272725,0.2132909090909091
2016-04-07,0.0,0.87,0.13,0.33729285714285717
2016-04-08,0.0438,0.9191,0.037,-0.04838
2016-04-09,0.030100000000000005,0.8939,0.076,0.13499
2016-04-10,0.035333333333333335,0.895,0.06974999999999999,0.07100833333333334
2016-04-11,0.019125000000000003,0.914,0.066875,0.11034999999999999
2016-04-12,0.005894736842105263,0.9543684210526315,0.03973684210526316,0.07944210526315788
2016-04-13,0.0054375,0.9624375000000001,0.032125,0.08471875000000001
2016-04-14,0.012461538461538461,0.911923076923077,0.07561538461538461,0.11264615384615385
2016-04-15,0.04188235294117647,0.8245294117647058,0.13364705882352942,0.2235470588235294
2016-04-16,0.06475,0.8895,0.04575,-0.051612500000000006
2016-04-17,0.021214285714285713,0.9375714285714285,0.041285714285714294,0.038035714285714284
2016-04-18,0.014933333333333333,0.9212,0.06386666666666667,0.12607333333333334
2016-04-19,0.035777777777777776,0.8734444444444445,0.09083333333333334,0.13169444444444445
2016-04-20,0.04572727272727273,0.8502727272727273,0.10400000000000001,0.08051818181818184
2016-04-21,0.03722222222222222,0.8961111111111111,0.06666666666666667,0.09633333333333333
2016-04-22,0.05508333333333334,0.8424999999999999,0.10241666666666667,0.15711666666666668
2016-04-23,0.0275,0.924375,0.048125,0.09032499999999999
2016-04-24,0.02758333333333333,0.9165,0.05595833333333333,0.09304166666666668
2016-04-25,0.022444444444444447,0.8678888888888889,0.10966666666666666,0.1867777777777778
2016-04-26,0.03373913043478261,0.8826086956521739,0.08365217391304347,0.11511304347826087
2016-04-27,0.010238095238095237,0.8669047619047618,0.12285714285714286,0.23633333333333334
2016-04-28,0.012923076923076923,0.8848846153846155,0.10215384615384616,0.23436923076923077
2016-04-29,0.005,0.8896315789473683,0.10542105263157896,0.24538947368421052
2016-04-30,0.080875,0.8160625,0.1030625,0.09664375
2016-05-01,0.0215,0.8552,0.1233,0.3095
2016-05-02,0.03132,0.8849733333333334,0.08372,0.11593066666666668
2016-05-03,0.036,0.8694285714285714,0.09457142857142857,0.19412857142857143
2016-05-04,0.02638461538461539,0.8936153846153846,0.08,0.1167576923076923
2016-05-05,0.042833333333333334,0.9366111111111112,0.020555555555555556,-0.05582222222222222
2016-05-06,0.011083333333333334,0.8418333333333333,0.14708333333333334,0.3107333333333333
2016-05-07,0.05063636363636363,0.889,0.060454545454545455,0.020972727272727264
2016-05-08,0.01963157894736842,0.9495789473684212,0.030789473684210523,0.03250526315789473
2016-05-09,0.010777777777777778,0.9133888888888888,0.07583333333333334,0.15036666666666665
2016-05-10,0.025812500000000002,0.919,0.055125,0.05786875000000001
2016-05-11,0.0,0.8037692307692308,0.19623076923076924,0.3917153846153846
2016-05-12,0.04058823529411765,0.8218823529411764,0.1375294117647059,0.29087647058823535
2016-05-13,0.023111111111111114,0.8799444444444444,0.09694444444444444,0.20871666666666666
2016-05-14,0.09195833333333332,0.8110833333333334,0.09691666666666666,0.011850000000000005
2016-05-15,0.015933333333333334,0.8598,0.12426666666666666,0.23571333333333333
2016-05-16,0.011857142857142858,0.8813809523809524,0.10676190476190477,0.2175857142857143
2016-05-17,0.023083333333333334,0.9055833333333333,0.07133333333333333,0.11195
2016-05-18,0.01987878787878788,0.8909393939393939,0.08918181818181818,0.15907878787878788
2016-05-19,0.026277777777777775,0.8518888888888889,0.12183333333333334,0.23750000000000002
2016-05-20,0.029708333333333337,0.90125,0.06904166666666667,0.0897875
2016-05-21,0.021052631578947368,0.9049473684210526,0.074,0.13839473684210526
2016-05-22,0.006071428571428572,0.8755,0.11842857142857142,0.25715000000000005
2016-05-23,0.0,0.8806842105263158,0.11931578947368421,0.29889473684210527
2016-05-24,0.04153333333333333,0.923,0.0354,-0.01024
2016-05-25,0.0542,0.86444,0.08135999999999999,0.074564
2016-05-26,0.017499999999999998,0.94155,0.04085,0.05462
2016-05-27,0.028904761904761905,0.8554285714285713,0.11566666666666665,0.21271904761904764
2016-05-28,0.036125000000000004,0.8931875,0.07078125,0.07609062500000001
2016-05-29,0.05129166666666667,0.9085,0.04025,-0.05165416666666667
2016-05-30,0.03140909090909091,0.907590909090909,0.061000000000000006,0.06708181818181819
2016-05-31,0.005315789473684211,0.901157894736842,0.09352631578947368,0.2132736842105263
2016-06-01,0.021526315789473685,0.901157894736842,0.0773157894736842,0.1299421052631579
2016-06-02,0.020555555555555556,0.8648333333333333,0.11461111111111112,0.19456666666666667
2016-06-03,0.0293125,0.8426875,0.128,0.2063375
2016-06-04,0.043307692307692304,0.8763076923076922,0.08038461538461537,0.1318923076923077
2016-06-05,0.00475,0.917375,0.077875,0.1674125
2016-06-06,0.03726666666666666,0.8648,0.09796666666666667,0.1490166666666667
2016-06-07,0.035958333333333335,0.8526666666666666,0.11133333333333334,0.2167083333333333
2016-06-08,0.03578947368421053,0.9338421052631578,0.030368421052631576,-0.013973684210526317
2016-06-09,0.020875,0.852375,0.12675,0.2268875
2016-06-10,0.020214285714285712,0.9245714285714285,0.055285714285714285,0.059878571428571434
2016-06-11,0.008407407407407407,0.8165925925925926,0.175,0.355462962962963
2016-06-12,0.03303225806451613,0.8904516129032258,0.07651612903225806,0.12308709677419355
2016-06-13,0.03031578947368421,0.8793684210526315,0.09031578947368421,0.11674736842105263
2016-06-14,0.043,0.9065625,0.050374999999999996,0.0037124999999999936
2016-06-15,0.0407741935483871,0.8609032258064516,0.09835483870967741,0.16093225806451614
2016-06-16,0.028399999999999998,0.8455428571428572,0.12605714285714287,0.24251714285714285
2016-06-17,0.08788405797101449,0.8390579710144926,0.07302898550724637,-0.03423768115942029
2016-06-18,0.09291489361702128,0.8497872340425532,0.057297872340425535,-0.0573
2016-06-19,0.13788,0.7741199999999999,0.08784,-0.07903199999999999
2016-06-20,0.0535,0.8039999999999999,0.1425,0.23236363636363636
2016-06-21,0.025208333333333333,0.8224999999999999,0.1522916666666667,0.28299583333333334
2016-06-22,0.025636363636363634,0.9068787878787878,0.06748484848484848,0.11968484848484848
2016-06-23,0.04225,0.7764583333333334,0.18133333333333335,0.2503875
2016-06-24,0.06103571428571429,0.7991071428571429,0.13985714285714285,0.17148928571428573
2016-06-25,0.044111111111111115,0.8824444444444445,0.07344444444444445,0.08070555555555556
2016-06-26,0.02188235294117647,0.8622941176470589,0.11576470588235294,0.22634117647058824
2016-06-27,0.06179166666666667,0.7955416666666667,0.14266666666666666,0.16548333333333334
2016-06-28,0.04570833333333333,0.8325,0.12179166666666667,0.136375
2016-06-29,0.04204347826086957,0.872695652173913,0.08526086956521739,0.0937913043478261
2016-06-30,0.05261904761904762,0.9093809523809524,0.037952380952380946,-0.03431904761904762
2016-07-01,0.0375,0.9041499999999999,0.05835,0.025075000000000004
2016-07-02,0.0626,0.8372999999999999,0.1001,0.071455
2016-07-03,0.036000000000000004,0.8356666666666667,0.12844444444444444,0.19815555555555553
2016-07-04,0.02425,0.8683,0.10740000000000001,0.254105
2016-07-05,0.04192307692307692,0.8227692307692307,0.1353076923076923,0.24057692307692308
2016-07-06,0.02279166666666667,0.871625,0.10558333333333332,0.22497916666666665
2016-07-07,0.007875,0.8828125,0.1093125,0.22731875
2016-07-08,0.041416666666666664,0.8850416666666666,0.07354166666666667,0.11234166666666667
2016-07-09,0.04644444444444444,0.7765277777777777,0.17702777777777778,0.3033666666666667
2016-07-10,0.067625,0.882375,0.049999999999999996,-0.012824999999999996
2016-07-11,0.059666666666666666,0.8516333333333334,0.0887,0.05162666666666667
2016-07-12,0.04373913043478261,0.8482173913043478,0.108,0.13096521739130434
2016-07-13,0.017761904761904763,0.8976190476190476,0.08461904761904762,0.1819
2016-07-14,0.016411764705882355,0.9184117647058824,0.0651764705882353,0.12298235294117647
2016-07-15,0.03571428571428571,0.9194285714285714,0.04485714285714286,0.04511428571428571
2016-07-16,0.03440740740740741,0.872037037037037,0.09355555555555554,0.18009259259259258
2016-07-17,0.032,0.8326666666666667,0.13533333333333333,0.21477333333333334
2016-07-18,0.0435,0.855909090909091,0.10054545454545455,0.19163181818181815
2016-07-19,0.02408333333333333,0.8358333333333333,0.140125,0.305625
2016-07-20,0.0795,0.7975652173913044,0.1228913043478261,0.11269782608695653
2016-07-21,0.06895454545454546,0.8191818181818181,0.11190909090909092,0.0691
2016-07-22,0.024923076923076923,0.915923076923077,0.05923076923076923,0.07735384615384616
2016-07-23,0.0503125,0.8835,0.0661875,0.03994375
2016-07-24,0.04807317073170732,0.8865609756097562,0.06534146341463415,0.04939268292682927
2016-07-25,0.030259259259259257,0.9059629629629629,0.06381481481481482,0.0827
2016-07-26,0.032846153846153844,0.9126153846153846,0.05450769230769231,0.050553846153846164
2016-07-27,0.050361111111111106,0.8781944444444444,0.07144444444444445,0.07059166666666666
2016-07-28,0.029062499999999998,0.91121875,0.05971875,0.08480937499999999
2016-07-29,0.04168421052631579,0.8316842105263158,0.1266842105263158,0.19486842105263158
2016-07-30,0.02626086956521739,0.8739565217391304,0.09969565217391305,0.15067391304347827
2016-07-31,0.027227272727272725,0.7978636363636364,0.1749090909090909,0.3038
2016-08-01,0.028153846153846154,0.854423076923077,0.11746153846153845,0.22291153846153847
2016-08-02,0.10253030303030304,0.8158484848484848,0.08162121212121211,-0.03993939393939394
2016-08-03,0.06624528301886792,0.8226226415094339,0.11113207547169811,0.14609056603773585
2016-08-04,0.02061111111111111,0.9272222222222223,0.05216666666666667,0.0844111111111111
2016-08-05,0.051750000000000004,0.8488125,0.0994375,0.07528125
2016-08-06,0.0460952380952381,0.8912380952380953,0.06271428571428571,0.040295238095238106
2016-08-07,0.050529411764705885,0.8778235294117647,0.07158823529411765,0.03684117647058823
2016-08-08,0.0,0.8693928571428572,0.13060714285714287,0.32064642857142855
2016-08-09,0.02614285714285714,0.8964761904761905,0.07738095238095238,0.11378571428571428
2016-08-10,0.05404,0.85988,0.08612,0.088096
2016-08-11,0.044384615384615383,0.8661153846153845,0.0895,0.08867307692307694
2016-08-12,0.036125,0.870375,0.0935,0.166715625
2016-08-13,0.045689655172413794,0.8263793103448276,0.12786206896551724,0.1905793103448276
2016-08-14,0.02504545454545454,0.8526363636363636,0.12222727272727273,0.2530545454545454
2016-08-15,0.07791666666666666,0.78925,0.13283333333333333,0.170825
2016-08-16,0.03690322580645161,0.8714193548387097,0.0915483870967742,0.17485806451612904
2016-08-17,0.02554545454545455,0.8385454545454546,0.13595454545454547,0.2913318181818182
2016-08-18,0.05519230769230769,0.8682692307692308,0.0765,0.042515384615384615
2016-08-19,0.028481481481481483,0.8225185185185184,0.14903703703703705,0.2743925925925926
2016-08-20,0.0403,0.88565,0.07404999999999999,0.12336
2016-08-21,0.009578947368421053,0.8871052631578947,0.10331578947368421,0.26159473684210527
2016-08-22,0.019,0.9070526315789472,0.07389473684210526,0.1608842105263158
2016-08-23,0.005392857142857143,0.8274642857142858,0.16714285714285712,0.34884642857142856
2016-08-24,0.030916666666666665,0.8970416666666666,0.072,0.064675
2016-08-25,0.007482758620689655,0.9282068965517241,0.06431034482758621,0.13433793103448274
2016-08-26,0.05890909090909091,0.7597272727272727,0.18136363636363637,0.32189999999999996
2016-08-27,0.024,0.7882142857142858,0.18778571428571428,0.39047857142857145
2016-08-28,0.0,0.836090909090909,0.1639090909090909,0.32439999999999997
2016-08-29,0.06945833333333333,0.8737499999999999,0.056833333333333326,-0.0016333333333333293
2016-08-30,0.02423529411764706,0.8538823529411764,0.12194117647058823,0.1642529411764706
2016-08-31,0.03166666666666667,0.8276666666666667,0.14044444444444446,0.2682777777777778
2016-09-01,0.04408823529411764,0.8683823529411764,0.08752941176470588,0.13898823529411763
2016-09-02,0.010666666666666666,0.8265333333333333,0.16279999999999997,0.3872466666666667
2016-09-03,0.011571428571428573,0.8948,0.09365714285714286,0.22113714285714284
2016-09-04,0.020884615384615383,0.8797692307692307,0.09926923076923076,0.20133846153846152
2016-09-05,0.00452,0.8370799999999999,0.15839999999999999,0.371124
2016-09-06,0.026956521739130435,0.8254347826086956,0.1476086956521739,0.3300521739130435
2016-09-07,0.0078000000000000005,0.8459333333333333,0.14623333333333335,0.34354666666666667
2016-09-08,0.022361111111111113,0.8821388888888889,0.0955,0.14280555555555555
2016-09-09,0.025705882352941176,0.8615882352941177,0.11264705882352942,0.2409
2016-09-10,0.004590909090909091,0.9219090909090909,0.0735,0.20565454545454545
2016-09-11,0.01425,0.8689166666666667,0.11683333333333333,0.20895833333333336
2016-09-12,0.015166666666666667,0.9292916666666667,0.05554166666666666,0.1087375
2016-09-13,0.010638888888888889,0.87725,0.11211111111111112,0.24281388888888886
2016-09-14,0.031,0.804448275862069,0.1646206896551724,0.34507241379310344
2016-09-15,0.04262962962962963,0.8295185185185184,0.12781481481481483,0.22564074074074073
2016-09-16,0.017272727272727273,0.9374848484848485,0.045242424242424244,0.0803090909090909
2016-09-17,0.008555555555555556,0.9237777777777778,0.06770370370370371,0.16575925925925927
2016-09-18,0.031179487179487177,0.8157435897435897,0.15307692307692308,0.2939794871794872
2016-09-19,0.03979545454545455,0.8205681818181817,0.1396590909090909,0.23825227272727273
2016-09-20,0.022023255813953486,0.8695116279069768,0.10844186046511628,0.23472093023255813
2016-09-21,0.012814814814814814,0.9012222222222223,0.08596296296296296,0.22231481481481483
2016-09-22,0.067,0.8377096774193549,0.09529032258064517,0.07664193548387097
2016-09-23,0.025133333333333334,0.9104666666666666,0.0644,0.13182666666666668
2016-09-24,0.012423076923076924,0.8946153846153847,0.09292307692307691,0.1974192307692308
2016-09-25,0.046375,0.8631875,0.0904375,0.15345
2016-09-26,0.01510810810810811,0.8882162162162162,0.09667567567567567,0.16648378378378378
2016-09-27,0.02771428571428572,0.8706666666666666,0.10166666666666666,0.23208095238095236
2016-09-28,0.031384615384615386,0.8809615384615385,0.08765384615384615,0.17635769230769233
2016-09-29,0.02351851851851852,0.8826666666666667,0.09381481481481481,0.16617777777777776
2016-09-30,0.014454545454545454,0.8982272727272727,0.08731818181818182,0.1825
2016-10-01,0.006941176470588235,0.9225882352941176,0.07047058823529412,0.15354117647058824
2016-10-02,0.03975757575757576,0.8193030303030303,0.14100000000000001,0.2384060606060606
2016-10-03,0.025774193548387097,0.9185483870967741,0.05570967741935484,0.10350322580645162
2016-10-04,0.026689655172413795,0.9021724137931034,0.07113793103448277,0.1524344827586207
2016-10-05,0.0418,0.8860800000000001,0.07216,0.073336
2016-10-06,0.07157575757575758,0.8525454545454546,0.07584848484848485,-0.017403030303030302
2016-10-07,0.03594736842105264,0.8727631578947368,0.09128947368421053,0.14815263157894734
2016-10-08,0.007620689655172414,0.9086206896551725,0.08379310344827587,0.20119655172413792
2016-10-09,0.014413793103448277,0.8327241379310345,0.15282758620689657,0.3686379310344828
2016-10-10,0.019470588235294115,0.8517941176470588,0.12873529411764706,0.20731176470588233
2016-10-11,0.013592592592592592,0.9144444444444445,0.07196296296296296,0.15038518518518518
2016-10-12,0.03379310344827586,0.8758275862068966,0.09031034482758621,0.11147241379310346
2016-10-13,0.045733333333333334,0.8266000000000001,0.12763333333333335,0.20851333333333333
2016-10-14,0.029176470588235293,0.8624999999999999,0.10832352941176471,0.2459705882352941
2016-10-15,0.0539375,0.896125,0.0499375,0.003700000000000002
2016-10-16,0.07304347826086956,0.8290434782608694,0.09791304347826087,0.10219130434782608
2016-10-17,0.01706896551724138,0.8788275862068966,0.10410344827586207,0.21412758620689654
2016-10-18,0.04182222222222222,0.8448222222222223,0.11333333333333333,0.16532444444444444
2016-10-19,0.020791666666666667,0.9224583333333333,0.05675,0.09202916666666666
2016-10-20,0.018500000000000003,0.840590909090909,0.1409090909090909,0.32735454545454545
2016-10-21,0.007705882352941177,0.9292941176470588,0.063,0.15309411764705882
2016-10-22,0.013785714285714287,0.8647142857142857,0.12157142857142857,0.3166714285714286
2016-10-23,0.031000000000000003,0.9074347826086956,0.06160869565217392,0.1182304347826087
2016-10-24,0.015515151515151515,0.8996666666666666,0.08481818181818182,0.16541515151515152
2016-10-25,0.029066666666666668,0.8459333333333333,0.12496666666666667,0.21463000000000002
2016-10-26,0.03131707317073171,0.8853658536585365,0.08329268292682927,0.13672439024390243
2016-10-27,0.046933333333333334,0.8661666666666666,0.087,0.04334333333333333
2016-10-28,0.06115555555555556,0.843488888888889,0.09535555555555557,0.03631555555555556
2016-10-29,0.04158064516129032,0.8498709677419355,0.10864516129032259,0.16128709677419356
2016-10-30,0.03969444444444445,0.8901666666666667,0.07013888888888889,0.04672777777777778
2016-10-31,0.019,0.8966315789473684,0.08436842105263158,0.15918684210526315
2016-11-01,0.016484848484848488,0.8351818181818181,0.14836363636363636,0.270569696969697
2016-11-02,0.022441176470588235,0.9021764705882352,0.07538235294117647,0.1391529411764706
2016-11-03,0.031658536585365854,0.8635853658536584,0.10478048780487806,0.15721951219512195
2016-11-04,0.022692307692307692,0.8839230769230769,0.09338461538461539,0.148174358974359
2016-11-05,0.02588235294117647,0.8235,0.15061764705882355,0.2944441176470588
2016-11-06,0.015794117647058823,0.8448823529411764,0.13935294117647057,0.31966764705882356
2016-11-07,0.01852777777777778,0.8741944444444445,0.10725000000000001,0.18825555555555554
2016-11-08,0.028341463414634144,0.850780487804878,0.12087804878048782,0.22072439024390242
2016-11-09,0.03409090909090909,0.8970909090909092,0.06881818181818182,0.0634409090909091
2016-11-10,0.028409090909090908,0.9043636363636364,0.06722727272727273,0.08606363636363637
2016-11-11,0.04073913043478261,0.8996086956521738,0.059695652173913046,0.05529130434782609
2016-11-12,0.029363636363636366,0.8601818181818182,0.11045454545454546,0.2385090909090909
2016-11-13,0.05639285714285714,0.8468214285714285,0.09678571428571428,0.033778571428571436
2016-11-14,0.017866666666666666,0.8725333333333333,0.10959999999999999,0.24674
2016-11-15,0.031883720930232555,0.8346279069767443,0.13346511627906976,0.2470627906976744
2016-11-16,0.0219,0.87575,0.10235000000000001,0.2056825
2016-11-17,0.033694444444444444,0.8930833333333332,0.07325,0.09358333333333334
2016-11-18,0.014590909090909092,0.9028863636363635,0.0825,0.1933590909090909
2016-11-19,0.023407407407407408,0.8638888888888888,0.11266666666666666,0.23354814814814814
2016-11-20,0.034482758620689655,0.8743793103448275,0.09117241379310345,0.1365344827586207
2016-11-21,0.044076923076923076,0.8836923076923077,0.07225000000000001,0.07451346153846153
2016-11-22,0.03662162162162162,0.8055945945945946,0.1577837837837838,0.29262432432432434
2016-11-23,0.023979166666666666,0.8861666666666667,0.08979166666666667,0.14313958333333335
2016-11-24,0.024066666666666667,0.8727111111111111,0.1032,0.2001
2016-11-25,0.009333333333333334,0.9162166666666667,0.07441666666666666,0.15582666666666667
2016-11-26,0.002955555555555556,0.9053111111111111,0.09173333333333333,0.2512688888888889
2016-11-27,0.013403225806451613,0.9304838709677419,0.056112903225806456,0.1271
2016-11-28,0.03870833333333334,0.8592291666666667,0.1020625,0.14394375
2016-11-29,0.005936170212765958,0.8312553191489362,0.16280851063829788,0.3975446808510638
2016-11-30,0.012545454545454547,0.8892045454545454,0.09825,0.19274318181818184
2016-12-01,0.01468421052631579,0.8998070175438597,0.08550877192982456,0.18225263157894736
2016-12-02,0.010511627906976745,0.9543023255813953,0.03520930232558139,0.0647139534883721
2016-12-03,0.020970588235294116,0.9035588235294117,0.07544117647058823,0.12815588235294118
2016-12-04,0.031622222222222225,0.9003555555555555,0.068,0.08914666666666665
2016-12-05,0.0475,0.8416206896551724,0.11087931034482759,0.16288620689655173
2016-12-06,0.042909090909090904,0.870090909090909,0.08694545454545455,0.08339090909090908
2016-12-07,0.038157894736842106,0.882263157894737,0.07955263157894737,0.08322368421052632
2016-12-08,0.021045454545454544,0.9009318181818181,0.07804545454545454,0.14331363636363637
2016-12-09,0.004894736842105263,0.8692368421052631,0.1258421052631579,0.30340263157894737
2016-12-10,0.031593750000000004,0.89340625,0.075,0.11689374999999999
2016-12-11,0.015000000000000001,0.8888421052631578,0.09615789473684211,0.2361342105263158
2016-12-12,0.04135211267605634,0.8819295774647887,0.07667605633802817,0.06318591549295775
2016-12-13,0.014789473684210528,0.859421052631579,0.12580263157894736,0.28473815789473683
2016-12-14,0.020571428571428574,0.8907792207792208,0.08864935064935064,0.17482597402597402
2016-12-15,0.014644444444444444,0.8822,0.10315555555555557,0.23678222222222223
2016-12-16,0.025622222222222223,0.8608888888888889,0.11346666666666666,0.19900888888888887
2016-12-17,0.013677419354838708,0.921258064516129,0.06506451612903226,0.10448709677419356
2016-12-18,0.03791176470588235,0.8155588235294118,0.14641176470588235,0.26183529411764705
2016-12-19,0.01994736842105263,0.8659298245614034,0.11412280701754386,0.22921929824561404
2016-12-20,0.03074242424242424,0.8442727272727273,0.1248939393939394,0.2181060606060606
2016-12-21,0.023112676056338027,0.9074225352112675,0.06947887323943662,0.1190267605633803
2016-12-22,0.019472972972972975,0.8817162162162162,0.09881081081081082,0.22611216216216215
2016-12-23,0.024045454545454547,0.880659090909091,0.0953409090909091,0.1443659090909091
2016-12-24,0.006716417910447761,0.8414179104477612,0.15186567164179104,0.3444462686567164
2016-12-25,0.0,0.845090909090909,0.1549090909090909,0.38331818181818184
2016-12-26,0.01196,0.87614,0.1119,0.216428
2016-12-27,0.03328169014084507,0.8959436619718311,0.07077464788732395,0.08120000000000001
2016-12-28,0.022017241379310343,0.8795172413793103,0.09846551724137932,0.17593275862068966
2016-12-29,0.012426229508196721,0.8990327868852459,0.08850819672131148,0.20191967213114753
2016-12-30,0.048911111111111114,0.8525333333333333,0.09846666666666667,0.12156888888888889
2016-12-31,0.022086956521739132,0.8511304347826087,0.1267608695652174,0.27854782608695655
2017-01-01,0.022,0.8588281249999999,0.119203125,0.2378640625
2017-01-02,0.018309090909090907,0.8503999999999999,0.13132727272727274,0.2689127272727273
2017-01-03,0.02677358490566038,0.8737924528301887,0.09941509433962264,0.16047169811320752
2017-01-04,0.01064,0.91512,0.07424,0.153708
2017-01-05,0.01680701754385965,0.892438596491228,0.09075438596491228,0.20455614035087719
2017-01-06,0.043160493827160494,0.8641234567901235,0.09269135802469136,0.12203827160493828
2017-01-07,0.030517241379310344,0.8883965517241379,0.08106896551724138,0.14637068965517241
2017-01-08,0.012180555555555556,0.926736111111111,0.061125,0.1431402777777778
2017-01-09,0.018396825396825398,0.9002539682539683,0.08136507936507938,0.17240317460317459
2017-01-10,0.008017857142857143,0.9366785714285715,0.05530357142857143,0.13753392857142857
2017-01-11,0.04261797752808989,0.8735280898876404,0.08386516853932585,0.10595842696629214
2017-01-12,0.008081967213114754,0.9249344262295082,0.06698360655737705,0.17137213114754096
2017-01-13,0.02868421052631579,0.8856447368421052,0.0856578947368421,0.18201973684210526
2017-01-14,0.021012820512820513,0.8981666666666667,0.08083333333333333,0.15317051282051283
2017-01-15,0.0375,0.8738035714285715,0.08866071428571429,0.14847142857142856
2017-01-16,0.008135802469135802,0.8914444444444444,0.10041975308641976,0.24390864197530862
2017-01-17,0.012578947368421054,0.9161052631578946,0.07131578947368421,0.14974605263157895
2017-01-18,0.04206410256410257,0.8562051282051283,0.10182051282051283,0.17806794871794873
2017-01-19,0.022907407407407408,0.8743518518518518,0.10272222222222221,0.21458703703703705
2017-01-20,0.01611764705882353,0.8948823529411765,0.08897058823529412,0.17975
2017-01-21,0.016107142857142858,0.9092142857142856,0.07467857142857144,0.11172142857142857
2017-01-22,0.007604166666666666,0.9152916666666666,0.077125,0.17017291666666667
2017-01-23,0.01364406779661017,0.9156949152542373,0.07066101694915254,0.1531440677966102
2017-01-24,0.013767857142857142,0.9129107142857142,0.073375,0.14175714285714286
2017-01-25,0.014060975609756098,0.8786341463414634,0.10731707317073172,0.21029268292682926
2017-01-26,0.00811111111111111,0.9196296296296296,0.07225925925925926,0.15466296296296297
2017-01-27,0.022859649122807017,0.8965614035087719,0.08057894736842106,0.17406666666666668
2017-01-28,0.03135593220338983,0.8686610169491525,0.09994915254237288,0.1978508474576271
2017-01-29,0.012629629629629628,0.9088518518518519,0.07853703703703703,0.17507592592592594
2017-01-30,0.01554054054054054,0.9110810810810811,0.07337837837837838,0.16717027027027026
2017-01-31,0.029785714285714283,0.8832678571428572,0.08696428571428572,0.1326767857142857
2017-02-01,0.041725490196078435,0.8750588235294118,0.08323529411764706,0.09305686274509803
2017-02-02,0.036205479452054795,0.869054794520548,0.09476712328767123,0.16413561643835617
2017-02-03,0.020124999999999997,0.8974166666666668,0.08245833333333334,0.14889583333333334
2017-02-04,0.012470588235294119,0.9098529411764705,0.07767647058823529,0.14201764705882353
2017-02-05,0.02176923076923077,0.8856666666666666,0.09256410256410257,0.15833846153846154
2017-02-06,0.03329166666666667,0.8785208333333333,0.08818750000000002,0.12571875000000002
2017-02-07,0.02739344262295082,0.8751311475409836,0.09750819672131149,0.17782131147540986
2017-02-08,0.03356,0.89132,0.0751,0.100368
2017-02-09,0.018917808219178083,0.8691780821917808,0.11193150684931506,0.23551095890410959
2017-02-10,0.021813559322033896,0.8933559322033898,0.08483050847457627,0.1672457627118644
2017-02-11,0.025772727272727274,0.8644848484848484,0.10974242424242425,0.2077409090909091
2017-02-12,0.04275510204081633,0.8789795918367347,0.07824489795918367,0.08170204081632654
2017-02-13,0.022655737704918036,0.8939016393442623,0.08349180327868852,0.18103442622950822
2017-02-14,0.012862068965517242,0.8981551724137932,0.08898275862068965,0.21811206896551721
2017-02-15,0.009081632653061224,0.9213061224489796,0.06961224489795918,0.15148367346938776
2017-02-16,0.0167,0.9102,0.0731,0.13621999999999998
2017-02-17,0.0074222222222222215,0.8893888888888889,0.10318888888888887,0.22936333333333334
2017-02-18,0.021306666666666668,0.89432,0.08437333333333334,0.16728933333333332
2017-02-19,0.014275,0.9030374999999999,0.082675,0.15671625
2017-02-20,0.01978082191780822,0.9095616438356164,0.07065753424657534,0.126227397260274
2017-02-21,0.017138297872340426,0.8915744680851063,0.09128723404255319,0.17371914893617021
2017-02-22,0.020876404494382023,0.9060337078651686,0.07308988764044944,0.14472247191011237
2017-02-23,0.024505154639175256,0.8772164948453609,0.0982680412371134,0.1678216494845361
2017-02-24,0.00951,0.90688,0.08359,0.174603
2017-02-25,0.019301369863013697,0.8911232876712329,0.08952054794520548,0.17100410958904108
2017-02-26,0.016208333333333335,0.9047083333333332,0.07908333333333334,0.15503055555555556
2017-02-27,0.028012820512820513,0.8937692307692308,0.07821794871794872,0.12819358974358974
2017-02-28,0.021236842105263155,0.9026710526315789,0.0760921052631579,0.13242631578947367
2017-03-01,0.026328125,0.88790625,0.085765625,0.152425
2017-03-02,0.019526315789473683,0.9003684210526316,0.08012631578947368,0.1547557894736842
2017-03-03,0.010729411764705883,0.8735882352941176,0.11568235294117647,0.24137999999999998
